Positionsnummer;Kurztext;Langtext;Einheit;Preis;Kategorie
05.06.0172;Asphalteinbau SMA 8 S 11 cm;Asphalteinbau: AC 16 D Dicke 4 cm, Binderschicht/Tragschicht entsprechend ZTV. Nähte heiß. Abschnitt 9, Segment 234. Verdichtung und Ebenheit nach DAfStb-Richtlinie, DIN 1045‑2, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;38.52;Straßenbau
01.09.0180;Asphalteinbau AC 11 D 6 cm;Asphalteinbau: AC 11 D Dicke 8 cm, Binderschicht/Tragschicht entsprechend ZTV. Flächenverdichtung. Abschnitt 43, Segment 253. Verdichtung und Ebenheit nach DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;31.73;Straßenbau
09.03.0188;Asphalteinbau SMA 11 S 10 cm;Asphalteinbau: Gussasphalt GA 11 Dicke 4 cm, Binderschicht/Tragschicht entsprechend ZTV. Anrampungen. Abschnitt 50, Segment 1. Verdichtung und Ebenheit nach DIN 1998, DIN 4124, TL SoB‑StB. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;37.8;Straßenbau
05.06.0196;Asphalteinbau SMA 8 S 9 cm;Asphalteinbau: AC 16 D Dicke 3 cm, Binderschicht/Tragschicht entsprechend ZTV. Kantenbearbeitung. Abschnitt 3, Segment 390. Verdichtung und Ebenheit nach DIN 1045‑2, DIN 1998, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Messprotokoll.;m²;37.42;Straßenbau
01.10.0204;Asphalteinbau AC 22 T S 5 cm;Asphalteinbau: AC 22 T S Dicke 4 cm, Binderschicht/Tragschicht entsprechend ZTV. Kantenbearbeitung. Abschnitt 23, Segment 248. Verdichtung und Ebenheit nach DIN 4124, DIN EN 206, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;31.72;Straßenbau
09.09.0212;Asphalteinbau Gussasphalt GA 11 9 cm;Asphalteinbau: SMA 11 S Dicke 10 cm, Binderschicht/Tragschicht entsprechend ZTV. Flächenverdichtung. Abschnitt 46, Segment 447. Verdichtung und Ebenheit nach DIN 1045‑2, DIN 18300, DIN 4124, DIN EN 1610. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;39.29;Straßenbau
05.03.0220;Asphalteinbau Gussasphalt GA 11 6 cm;Asphalteinbau: Gussasphalt GA 11 Dicke 12 cm, Binderschicht/Tragschicht entsprechend ZTV. Kantenbearbeitung. Abschnitt 8, Segment 206. Verdichtung und Ebenheit nach DIN 1045‑2, DIN EN 1610. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;12.55;Straßenbau
01.10.0228;Asphalteinbau AC 16 D 5 cm;Asphalteinbau: SMA 8 S Dicke 9 cm, Binderschicht/Tragschicht entsprechend ZTV. Flächenverdichtung. Abschnitt 19, Segment 488. Verdichtung und Ebenheit nach DAfStb-Richtlinie, DIN 18300, DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;25.02;Straßenbau
09.03.0236;Asphalteinbau PA 11 9 cm;Asphalteinbau: Gussasphalt GA 11 Dicke 6 cm, Binderschicht/Tragschicht entsprechend ZTV. Anrampungen. Abschnitt 1, Segment 7. Verdichtung und Ebenheit nach DIN 1045‑2, DIN 18300, DIN 4124, DIN EN 206. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;41.11;Straßenbau
05.07.0244;Asphalteinbau AC 11 D 3 cm;Asphalteinbau: SMA 11 S Dicke 3 cm, Binderschicht/Tragschicht entsprechend ZTV. Flächenverdichtung. Abschnitt 18, Segment 392. Verdichtung und Ebenheit nach DIN 18300, DIN 1998. Abrechnung nach m². Nachweis: As‑Built.;m²;13.74;Straßenbau
01.01.0252;Asphalteinbau AC 16 D 3 cm;Asphalteinbau: SMA 8 S Dicke 6 cm, Binderschicht/Tragschicht entsprechend ZTV. Kantenbearbeitung. Abschnitt 4, Segment 152. Verdichtung und Ebenheit nach DAfStb-Richtlinie, DIN 1045‑2, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;8.94;Straßenbau
09.02.0260;Asphalteinbau Gussasphalt GA 11 11 cm;Asphalteinbau: Gussasphalt GA 11 Dicke 6 cm, Binderschicht/Tragschicht entsprechend ZTV. Fugenverguss. Abschnitt 22, Segment 53. Verdichtung und Ebenheit nach DIN 1998, DIN 4124, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;22.69;Straßenbau
05.08.0268;Asphalteinbau Gussasphalt GA 11 9 cm;Asphalteinbau: AC 11 D Dicke 3 cm, Binderschicht/Tragschicht entsprechend ZTV. Nähte heiß. Abschnitt 43, Segment 409. Verdichtung und Ebenheit nach DIN EN 1610, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;24.19;Straßenbau
01.07.0276;Asphalteinbau Gussasphalt GA 11 8 cm;Asphalteinbau: Gussasphalt GA 11 Dicke 11 cm, Binderschicht/Tragschicht entsprechend ZTV. Anrampungen. Abschnitt 27, Segment 346. Verdichtung und Ebenheit nach DIN 1998, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Messprotokoll.;m²;43.86;Straßenbau
09.07.0284;Asphalteinbau SMA 8 S 11 cm;Asphalteinbau: SMA 11 S Dicke 6 cm, Binderschicht/Tragschicht entsprechend ZTV. Flächenverdichtung. Abschnitt 5, Segment 495. Verdichtung und Ebenheit nach DAfStb-Richtlinie, DIN 1045‑2, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;36.21;Straßenbau
05.05.0292;Asphalteinbau PA 11 3 cm;Asphalteinbau: AC 16 D Dicke 3 cm, Binderschicht/Tragschicht entsprechend ZTV. Fugenverguss. Abschnitt 47, Segment 241. Verdichtung und Ebenheit nach DIN 18300, DIN EN 1610, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;26.13;Straßenbau
01.06.0300;Asphalteinbau SMA 8 S 3 cm;Asphalteinbau: SMA 11 S Dicke 5 cm, Binderschicht/Tragschicht entsprechend ZTV. Fugenverguss. Abschnitt 27, Segment 306. Verdichtung und Ebenheit nach DIN 18300, DIN EN 206, TL SoB‑StB. Abrechnung nach m². Nachweis: Messprotokoll.;m²;8.69;Straßenbau
09.06.0308;Asphalteinbau AC 11 D 4 cm;Asphalteinbau: AC 22 T S Dicke 9 cm, Binderschicht/Tragschicht entsprechend ZTV. Fugenverguss. Abschnitt 40, Segment 471. Verdichtung und Ebenheit nach DAfStb-Richtlinie, DIN 18300, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;14.34;Straßenbau
05.11.0316;Asphalteinbau SMA 8 S 3 cm;Asphalteinbau: AC 11 D Dicke 7 cm, Binderschicht/Tragschicht entsprechend ZTV. Kantenbearbeitung. Abschnitt 26, Segment 227. Verdichtung und Ebenheit nach DIN 1998, DIN EN 206. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;16.74;Straßenbau
01.07.0324;Asphalteinbau SMA 11 S 11 cm;Asphalteinbau: AC 11 D Dicke 8 cm, Binderschicht/Tragschicht entsprechend ZTV. Fugenverguss. Abschnitt 2, Segment 426. Verdichtung und Ebenheit nach DIN 1998, DIN 4124, DIN EN 206. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;43.49;Straßenbau
09.09.0332;Asphalteinbau AC 16 D 12 cm;Asphalteinbau: AC 16 D Dicke 4 cm, Binderschicht/Tragschicht entsprechend ZTV. Fugenverguss. Abschnitt 28, Segment 377. Verdichtung und Ebenheit nach DAfStb-Richtlinie, DIN 18300, DIN EN 1610, TL SoB‑StB. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;41.78;Straßenbau
05.08.0340;Asphalteinbau SMA 8 S 7 cm;Asphalteinbau: AC 16 D Dicke 6 cm, Binderschicht/Tragschicht entsprechend ZTV. Anrampungen. Abschnitt 39, Segment 46. Verdichtung und Ebenheit nach DIN 4124, TL SoB‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;22.71;Straßenbau
01.03.0348;Asphalteinbau AC 22 T S 5 cm;Asphalteinbau: SMA 11 S Dicke 6 cm, Binderschicht/Tragschicht entsprechend ZTV. Flächenverdichtung. Abschnitt 10, Segment 184. Verdichtung und Ebenheit nach DAfStb-Richtlinie, DIN 1045‑2, DIN EN 1610, TL SoB‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;26.86;Straßenbau
09.03.0356;Asphalteinbau AC 11 D 7 cm;Asphalteinbau: Gussasphalt GA 11 Dicke 8 cm, Binderschicht/Tragschicht entsprechend ZTV. Flächenverdichtung. Abschnitt 12, Segment 241. Verdichtung und Ebenheit nach DAfStb-Richtlinie, DIN 1998, DIN 4124, DIN EN 206. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;19.3;Straßenbau
05.04.0364;Asphalteinbau SMA 8 S 5 cm;Asphalteinbau: AC 11 D Dicke 4 cm, Binderschicht/Tragschicht entsprechend ZTV. Anrampungen. Abschnitt 32, Segment 102. Verdichtung und Ebenheit nach DIN 18300, DIN 1998, DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;25.0;Straßenbau
01.06.0372;Asphalteinbau PA 11 4 cm;Asphalteinbau: AC 22 T S Dicke 10 cm, Binderschicht/Tragschicht entsprechend ZTV. Flächenverdichtung. Abschnitt 9, Segment 240. Verdichtung und Ebenheit nach DIN 1045‑2, DIN 1998, DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;42.7;Straßenbau
09.08.0380;Asphalteinbau Gussasphalt GA 11 9 cm;Asphalteinbau: AC 11 D Dicke 12 cm, Binderschicht/Tragschicht entsprechend ZTV. Fugenverguss. Abschnitt 31, Segment 221. Verdichtung und Ebenheit nach DAfStb-Richtlinie, DIN 18300, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;22.41;Straßenbau
05.03.0388;Asphalteinbau SMA 11 S 5 cm;Asphalteinbau: PA 11 Dicke 9 cm, Binderschicht/Tragschicht entsprechend ZTV. Fugenverguss. Abschnitt 47, Segment 37. Verdichtung und Ebenheit nach DIN 1998, DIN EN 1610. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;30.56;Straßenbau
01.05.0396;Asphalteinbau Gussasphalt GA 11 7 cm;Asphalteinbau: AC 16 D Dicke 12 cm, Binderschicht/Tragschicht entsprechend ZTV. Nähte heiß. Abschnitt 16, Segment 312. Verdichtung und Ebenheit nach DAfStb-Richtlinie, DIN 1998, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;16.38;Straßenbau
09.08.0404;Asphalteinbau PA 11 12 cm;Asphalteinbau: PA 11 Dicke 10 cm, Binderschicht/Tragschicht entsprechend ZTV. Nähte heiß. Abschnitt 7, Segment 326. Verdichtung und Ebenheit nach DIN 1998, DIN EN 1610. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;25.36;Straßenbau
05.08.0412;Asphalteinbau Gussasphalt GA 11 4 cm;Asphalteinbau: PA 11 Dicke 4 cm, Binderschicht/Tragschicht entsprechend ZTV. Anrampungen. Abschnitt 27, Segment 341. Verdichtung und Ebenheit nach DIN 18300, DIN EN 1610, TL SoB‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;30.13;Straßenbau
01.02.0420;Asphalteinbau AC 16 D 10 cm;Asphalteinbau: AC 16 D Dicke 8 cm, Binderschicht/Tragschicht entsprechend ZTV. Kantenbearbeitung. Abschnitt 7, Segment 354. Verdichtung und Ebenheit nach DIN EN 1610, DIN EN 206, TL SoB‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;14.57;Straßenbau
09.12.0428;Asphalteinbau AC 22 T S 8 cm;Asphalteinbau: SMA 11 S Dicke 10 cm, Binderschicht/Tragschicht entsprechend ZTV. Kantenbearbeitung. Abschnitt 19, Segment 14. Verdichtung und Ebenheit nach DIN 18300, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;8.19;Straßenbau
05.08.0436;Asphalteinbau Gussasphalt GA 11 11 cm;Asphalteinbau: AC 16 D Dicke 12 cm, Binderschicht/Tragschicht entsprechend ZTV. Anrampungen. Abschnitt 25, Segment 369. Verdichtung und Ebenheit nach DIN 1045‑2, DIN 1998, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;9.72;Straßenbau
01.11.0444;Asphalteinbau SMA 8 S 4 cm;Asphalteinbau: SMA 11 S Dicke 12 cm, Binderschicht/Tragschicht entsprechend ZTV. Nähte heiß. Abschnitt 1, Segment 290. Verdichtung und Ebenheit nach DIN 1998, DIN EN 206, TL SoB‑StB. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;30.44;Straßenbau
09.05.0452;Asphalteinbau PA 11 7 cm;Asphalteinbau: Gussasphalt GA 11 Dicke 9 cm, Binderschicht/Tragschicht entsprechend ZTV. Nähte heiß. Abschnitt 30, Segment 399. Verdichtung und Ebenheit nach DIN 1998, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;27.17;Straßenbau
05.07.0460;Asphalteinbau AC 11 D 6 cm;Asphalteinbau: PA 11 Dicke 12 cm, Binderschicht/Tragschicht entsprechend ZTV. Flächenverdichtung. Abschnitt 6, Segment 463. Verdichtung und Ebenheit nach DAfStb-Richtlinie, DIN EN 206. Abrechnung nach m². Nachweis: Messprotokoll.;m²;33.66;Straßenbau
01.02.0468;Asphalteinbau AC 16 D 5 cm;Asphalteinbau: AC 16 D Dicke 5 cm, Binderschicht/Tragschicht entsprechend ZTV. Kantenbearbeitung. Abschnitt 22, Segment 387. Verdichtung und Ebenheit nach DAfStb-Richtlinie, DIN 1998, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;24.55;Straßenbau
09.06.0476;Asphalteinbau AC 16 D 7 cm;Asphalteinbau: PA 11 Dicke 4 cm, Binderschicht/Tragschicht entsprechend ZTV. Anrampungen. Abschnitt 36, Segment 38. Verdichtung und Ebenheit nach DAfStb-Richtlinie, TL SoB‑StB. Abrechnung nach m². Nachweis: Messprotokoll.;m²;17.75;Straßenbau
05.01.0484;Asphalteinbau AC 11 D 9 cm;Asphalteinbau: AC 11 D Dicke 4 cm, Binderschicht/Tragschicht entsprechend ZTV. Anrampungen. Abschnitt 13, Segment 244. Verdichtung und Ebenheit nach DAfStb-Richtlinie, TL SoB‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;19.95;Straßenbau
01.01.0492;Asphalteinbau SMA 11 S 4 cm;Asphalteinbau: AC 11 D Dicke 9 cm, Binderschicht/Tragschicht entsprechend ZTV. Nähte heiß. Abschnitt 29, Segment 186. Verdichtung und Ebenheit nach DAfStb-Richtlinie, DIN 18300, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;40.23;Straßenbau
09.01.0500;Asphalteinbau AC 16 D 5 cm;Asphalteinbau: AC 22 T S Dicke 12 cm, Binderschicht/Tragschicht entsprechend ZTV. Nähte heiß. Abschnitt 37, Segment 399. Verdichtung und Ebenheit nach DIN 1045‑2, DIN 1998, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;15.12;Straßenbau
05.10.0508;Asphalteinbau PA 11 12 cm;Asphalteinbau: AC 22 T S Dicke 3 cm, Binderschicht/Tragschicht entsprechend ZTV. Kantenbearbeitung. Abschnitt 31, Segment 228. Verdichtung und Ebenheit nach DAfStb-Richtlinie, DIN 1045‑2, DIN 4124, DIN EN 1610. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;13.29;Straßenbau
01.10.0516;Asphalteinbau PA 11 12 cm;Asphalteinbau: Gussasphalt GA 11 Dicke 12 cm, Binderschicht/Tragschicht entsprechend ZTV. Flächenverdichtung. Abschnitt 30, Segment 384. Verdichtung und Ebenheit nach DIN 1998, DIN 4124, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Messprotokoll.;m²;26.0;Straßenbau
09.06.0524;Asphalteinbau SMA 11 S 7 cm;Asphalteinbau: PA 11 Dicke 10 cm, Binderschicht/Tragschicht entsprechend ZTV. Fugenverguss. Abschnitt 20, Segment 226. Verdichtung und Ebenheit nach DAfStb-Richtlinie, DIN 18300, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;30.73;Straßenbau
05.07.0532;Asphalteinbau SMA 11 S 12 cm;Asphalteinbau: PA 11 Dicke 4 cm, Binderschicht/Tragschicht entsprechend ZTV. Flächenverdichtung. Abschnitt 50, Segment 382. Verdichtung und Ebenheit nach DIN 18300, DIN EN 206. Abrechnung nach m². Nachweis: As‑Built.;m²;22.33;Straßenbau
01.03.0540;Asphalteinbau AC 22 T S 7 cm;Asphalteinbau: AC 22 T S Dicke 12 cm, Binderschicht/Tragschicht entsprechend ZTV. Anrampungen. Abschnitt 29, Segment 104. Verdichtung und Ebenheit nach DIN 4124, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;8.07;Straßenbau
09.11.0548;Asphalteinbau AC 16 D 7 cm;Asphalteinbau: SMA 8 S Dicke 5 cm, Binderschicht/Tragschicht entsprechend ZTV. Fugenverguss. Abschnitt 45, Segment 378. Verdichtung und Ebenheit nach DAfStb-Richtlinie, DIN 4124. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;35.46;Straßenbau
05.12.0556;Asphalteinbau AC 16 D 3 cm;Asphalteinbau: AC 16 D Dicke 3 cm, Binderschicht/Tragschicht entsprechend ZTV. Flächenverdichtung. Abschnitt 40, Segment 475. Verdichtung und Ebenheit nach DAfStb-Richtlinie, DIN 18300, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;6.0;Straßenbau
01.12.0564;Asphalteinbau PA 11 5 cm;Asphalteinbau: PA 11 Dicke 5 cm, Binderschicht/Tragschicht entsprechend ZTV. Anrampungen. Abschnitt 8, Segment 320. Verdichtung und Ebenheit nach DAfStb-Richtlinie, DIN 4124, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;17.39;Straßenbau
09.12.0572;Asphalteinbau AC 22 T S 11 cm;Asphalteinbau: PA 11 Dicke 7 cm, Binderschicht/Tragschicht entsprechend ZTV. Kantenbearbeitung. Abschnitt 37, Segment 206. Verdichtung und Ebenheit nach DIN 1045‑2, DIN 4124. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;17.65;Straßenbau
05.09.0580;Asphalteinbau Gussasphalt GA 11 4 cm;Asphalteinbau: SMA 11 S Dicke 4 cm, Binderschicht/Tragschicht entsprechend ZTV. Nähte heiß. Abschnitt 35, Segment 270. Verdichtung und Ebenheit nach DIN 1045‑2, DIN 1998, DIN 4124, TL SoB‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;41.25;Straßenbau
01.10.0588;Asphalteinbau PA 11 12 cm;Asphalteinbau: SMA 8 S Dicke 9 cm, Binderschicht/Tragschicht entsprechend ZTV. Flächenverdichtung. Abschnitt 6, Segment 262. Verdichtung und Ebenheit nach DAfStb-Richtlinie, DIN 18300. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;34.17;Straßenbau
