Positionsnummer;Kurztext;Langtext;Einheit;Preis;Kategorie
03.07.0314;Leitung DN280 GfK verlegen;Liefern und Verlegen einer Rohrleitung DN200 aus Stahl S235 in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 24, Segment 326. Dichtheitsprüfung gemäß DIN 18300, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;72.72;Leitungen
11.05.0322;Leitung DN180 Stahl S235 verlegen;Liefern und Verlegen einer Rohrleitung DN180 aus PVC-U in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 22, Segment 140. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN 1045‑2. Abrechnung nach m. Nachweis: As‑Built.;m;52.06;Leitungen
07.02.0330;Leitung DN200 PVC-U verlegen;Liefern und Verlegen einer Rohrleitung DN280 aus PP-HM in Sandbettung (≥25 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 9, Segment 442. Dichtheitsprüfung gemäß DIN 1045‑2, DIN EN 1610. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;49.39;Leitungen
03.12.0338;Leitung DN160 GfK verlegen;Liefern und Verlegen einer Rohrleitung DN160 aus PP-HM in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 33, Segment 99. Dichtheitsprüfung gemäß DIN 1045‑2, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;49.08;Leitungen
11.01.0346;Leitung DN280 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN225 aus Stahl S235 in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 5, Segment 292. Dichtheitsprüfung gemäß DIN 18300, TL SoB‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;37.6;Leitungen
07.08.0354;Leitung DN63 Stahl S235 verlegen;Liefern und Verlegen einer Rohrleitung DN225 aus Stahl S235 in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 16, Segment 20. Dichtheitsprüfung gemäß DIN EN 206, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;67.67;Leitungen
03.10.0362;Leitung DN50 Stahl S235 verlegen;Liefern und Verlegen einer Rohrleitung DN90 aus PE100-RC in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 6, Segment 112. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN 1998, DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;55.64;Leitungen
11.06.0370;Leitung DN90 GGG verlegen;Liefern und Verlegen einer Rohrleitung DN90 aus Stahl S235 in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 11, Segment 351. Dichtheitsprüfung gemäß DIN 1045‑2, TL SoB‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;80.33;Leitungen
07.11.0378;Leitung DN160 GGG verlegen;Liefern und Verlegen einer Rohrleitung DN400 aus GfK in Sandbettung (≥25 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 45, Segment 196. Dichtheitsprüfung gemäß DIN 4124, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;69.48;Leitungen
03.09.0386;Leitung DN63 GfK verlegen;Liefern und Verlegen einer Rohrleitung DN250 aus PE100-RC in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 25, Segment 425. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN 4124. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;25.24;Leitungen
11.02.0394;Leitung DN250 PP-HM verlegen;Liefern und Verlegen einer Rohrleitung DN40 aus GfK in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 17, Segment 140. Dichtheitsprüfung gemäß DIN 4124, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;75.58;Leitungen
07.11.0402;Leitung DN200 GGG verlegen;Liefern und Verlegen einer Rohrleitung DN280 aus GfK in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 31, Segment 406. Dichtheitsprüfung gemäß DIN 1045‑2, DIN 18300, DIN 1998, DIN EN 206. Abrechnung nach m. Nachweis: Messprotokoll.;m;45.21;Leitungen
03.01.0410;Leitung DN63 PP-HM verlegen;Liefern und Verlegen einer Rohrleitung DN160 aus PVC-U in Sandbettung (≥25 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 32, Segment 68. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN 1045‑2, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;73.3;Leitungen
11.05.0418;Leitung DN110 GfK verlegen;Liefern und Verlegen einer Rohrleitung DN250 aus Stahl S235 in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 22, Segment 59. Dichtheitsprüfung gemäß DIN 1045‑2, DIN 18300, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;60.88;Leitungen
07.09.0426;Leitung DN110 PP-HM verlegen;Liefern und Verlegen einer Rohrleitung DN75 aus PE100-RC in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 19, Segment 56. Dichtheitsprüfung gemäß DIN 18300, DIN EN 1610. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;78.46;Leitungen
03.12.0434;Leitung DN400 GGG verlegen;Liefern und Verlegen einer Rohrleitung DN75 aus GGG in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 36, Segment 234. Dichtheitsprüfung gemäß DIN 1045‑2, DIN 18300, DIN 1998, TL SoB‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;9.27;Leitungen
11.05.0442;Leitung DN110 PP-HM verlegen;Liefern und Verlegen einer Rohrleitung DN32 aus PVC-U in Sandbettung (≥25 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 47, Segment 413. Dichtheitsprüfung gemäß DIN 1998, DIN EN 1610. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;28.03;Leitungen
07.04.0450;Leitung DN355 PVC-U verlegen;Liefern und Verlegen einer Rohrleitung DN180 aus PVC-U in Sandbettung (≥10 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 40, Segment 137. Dichtheitsprüfung gemäß DIN 18300, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;69.39;Leitungen
03.07.0458;Leitung DN280 PVC-U verlegen;Liefern und Verlegen einer Rohrleitung DN180 aus PVC-U in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 21, Segment 129. Dichtheitsprüfung gemäß DIN 18300, DIN EN 1610, DIN EN 206, TL SoB‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;28.05;Leitungen
11.11.0466;Leitung DN75 PP-HM verlegen;Liefern und Verlegen einer Rohrleitung DN110 aus GfK in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 27, Segment 337. Dichtheitsprüfung gemäß DAfStb-Richtlinie, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;25.63;Leitungen
07.07.0474;Leitung DN400 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN160 aus GGG in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 35, Segment 463. Dichtheitsprüfung gemäß DIN 1998, DIN EN 1610, DIN EN 206, TL SoB‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;82.95;Leitungen
03.02.0482;Leitung DN125 GfK verlegen;Liefern und Verlegen einer Rohrleitung DN225 aus Stahl S235 in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 19, Segment 156. Dichtheitsprüfung gemäß DIN 1998, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;22.21;Leitungen
11.12.0490;Leitung DN63 PVC-U verlegen;Liefern und Verlegen einer Rohrleitung DN63 aus GfK in Sandbettung (≥25 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 3, Segment 118. Dichtheitsprüfung gemäß DIN 18300, DIN EN 1610, DIN EN 206. Abrechnung nach m. Nachweis: Messprotokoll.;m;86.88;Leitungen
07.06.0498;Leitung DN40 PVC-U verlegen;Liefern und Verlegen einer Rohrleitung DN50 aus GfK in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 23, Segment 160. Dichtheitsprüfung gemäß DIN 1998, DIN 4124. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;64.86;Leitungen
03.11.0506;Leitung DN280 PVC-U verlegen;Liefern und Verlegen einer Rohrleitung DN315 aus GfK in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 48, Segment 266. Dichtheitsprüfung gemäß TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;13.0;Leitungen
11.01.0514;Leitung DN75 PP-HM verlegen;Liefern und Verlegen einer Rohrleitung DN125 aus PP-HM in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 1, Segment 433. Dichtheitsprüfung gemäß DIN EN 1610, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;32.34;Leitungen
07.01.0522;Leitung DN200 GfK verlegen;Liefern und Verlegen einer Rohrleitung DN160 aus GfK in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 7, Segment 485. Dichtheitsprüfung gemäß DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;16.76;Leitungen
03.02.0530;Leitung DN315 GGG verlegen;Liefern und Verlegen einer Rohrleitung DN355 aus GfK in Sandbettung (≥10 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 37, Segment 383. Dichtheitsprüfung gemäß DIN 18300, DIN 1998, DIN 4124, DIN EN 206. Abrechnung nach m. Nachweis: Materialzertifikate.;m;53.4;Leitungen
11.07.0538;Leitung DN110 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN40 aus PP-HM in Sandbettung (≥10 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 9, Segment 56. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN 1045‑2, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;30.29;Leitungen
07.10.0546;Leitung DN32 GGG verlegen;Liefern und Verlegen einer Rohrleitung DN50 aus PVC-U in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 43, Segment 448. Dichtheitsprüfung gemäß DIN 1045‑2, DIN EN 1610, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;85.13;Leitungen
