Positionsnummer;Kurztext;Langtext;Einheit;Preis;Kategorie
10.10.0105;Erdarbeiten Aushub bis 0.84 m;Erdarbeiten: Aushub bis 2.13 m, Bodenklasse BK 2–3, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 40, Segment 138. Ausführung nach DIN 1045‑2, DIN EN 206, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;20.43;Erdarbeiten
06.08.0113;Erdarbeiten Aushub bis 1.86 m;Erdarbeiten: Aushub bis 1.33 m, Bodenklasse nichtbindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 20, Segment 69. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, DIN 4124, DIN EN 1610. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;14.61;Erdarbeiten
02.01.0121;Erdarbeiten Aushub bis 1.87 m;Erdarbeiten: Aushub bis 1.29 m, Bodenklasse felsig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 26, Segment 34. Ausführung nach DAfStb-Richtlinie, DIN EN 1610, DIN EN 206. Abrechnung nach m³. Nachweis: As‑Built.;m³;20.51;Erdarbeiten
10.10.0129;Erdarbeiten Aushub bis 1.57 m;Erdarbeiten: Aushub bis 1.39 m, Bodenklasse nichtbindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 14, Segment 191. Ausführung nach DIN EN 206, TL SoB‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;41.67;Erdarbeiten
06.02.0137;Erdarbeiten Aushub bis 1.01 m;Erdarbeiten: Aushub bis 1.73 m, Bodenklasse nichtbindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 3, Segment 487. Ausführung nach DIN 1045‑2, DIN 4124, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;23.92;Erdarbeiten
02.05.0145;Erdarbeiten Aushub bis 2.75 m;Erdarbeiten: Aushub bis 1.35 m, Bodenklasse nichtbindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 25, Segment 382. Ausführung nach DIN 18300, DIN 4124, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;29.87;Erdarbeiten
10.03.0153;Erdarbeiten Aushub bis 2.05 m;Erdarbeiten: Aushub bis 1.57 m, Bodenklasse bindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 9, Segment 420. Ausführung nach DIN 18300, DIN EN 206, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;49.29;Erdarbeiten
06.02.0161;Erdarbeiten Aushub bis 1.77 m;Erdarbeiten: Aushub bis 1.23 m, Bodenklasse felsig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 50, Segment 311. Ausführung nach DIN 18300, DIN 4124, TL SoB‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;44.35;Erdarbeiten
02.01.0169;Erdarbeiten Aushub bis 2.44 m;Erdarbeiten: Aushub bis 1.92 m, Bodenklasse BK 3–5, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 29, Segment 476. Ausführung nach TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;35.44;Erdarbeiten
10.03.0177;Erdarbeiten Aushub bis 1.86 m;Erdarbeiten: Aushub bis 1.68 m, Bodenklasse BK 2–3, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 33, Segment 419. Ausführung nach DAfStb-Richtlinie, DIN EN 1610. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;35.3;Erdarbeiten
06.08.0185;Erdarbeiten Aushub bis 2.1 m;Erdarbeiten: Aushub bis 1.83 m, Bodenklasse bindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 12, Segment 423. Ausführung nach DIN 1045‑2, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;48.16;Erdarbeiten
02.08.0193;Erdarbeiten Aushub bis 1.57 m;Erdarbeiten: Aushub bis 1.07 m, Bodenklasse BK 3–5, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 45, Segment 267. Ausführung nach DAfStb-Richtlinie, DIN 1998, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;43.08;Erdarbeiten
10.06.0201;Erdarbeiten Aushub bis 1.14 m;Erdarbeiten: Aushub bis 1.58 m, Bodenklasse nichtbindig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 49, Segment 339. Ausführung nach DIN 18300, DIN 4124, DIN EN 1610, TL SoB‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;13.15;Erdarbeiten
06.06.0209;Erdarbeiten Aushub bis 1.9 m;Erdarbeiten: Aushub bis 1.71 m, Bodenklasse BK 3–5, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 43, Segment 212. Ausführung nach DIN 1045‑2, DIN 18300, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;47.59;Erdarbeiten
02.11.0217;Erdarbeiten Aushub bis 1.11 m;Erdarbeiten: Aushub bis 0.81 m, Bodenklasse bindig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 18, Segment 475. Ausführung nach DAfStb-Richtlinie, DIN 1998, DIN EN 206. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;16.81;Erdarbeiten
10.08.0225;Erdarbeiten Aushub bis 1.47 m;Erdarbeiten: Aushub bis 2.34 m, Bodenklasse BK 2–3, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 35, Segment 39. Ausführung nach DIN 1998, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;64.83;Erdarbeiten
06.09.0233;Erdarbeiten Aushub bis 1.22 m;Erdarbeiten: Aushub bis 1.03 m, Bodenklasse bindig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 3, Segment 89. Ausführung nach DIN 4124, DIN EN 206, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;36.06;Erdarbeiten
02.03.0241;Erdarbeiten Aushub bis 0.96 m;Erdarbeiten: Aushub bis 2.81 m, Bodenklasse felsig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 48, Segment 386. Ausführung nach DIN 1045‑2, DIN 4124, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;39.63;Erdarbeiten
10.09.0249;Erdarbeiten Aushub bis 2.23 m;Erdarbeiten: Aushub bis 1.15 m, Bodenklasse BK 2–3, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 9, Segment 50. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;16.43;Erdarbeiten
06.08.0257;Erdarbeiten Aushub bis 1.7 m;Erdarbeiten: Aushub bis 0.8 m, Bodenklasse BK 3–5, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 33, Segment 59. Ausführung nach DIN 1998, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;64.87;Erdarbeiten
02.10.0265;Erdarbeiten Aushub bis 1.96 m;Erdarbeiten: Aushub bis 0.97 m, Bodenklasse nichtbindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 32, Segment 411. Ausführung nach DAfStb-Richtlinie, DIN 18300, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;52.87;Erdarbeiten
10.07.0273;Erdarbeiten Aushub bis 0.86 m;Erdarbeiten: Aushub bis 2.48 m, Bodenklasse felsig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 32, Segment 304. Ausführung nach DIN 1045‑2, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;59.84;Erdarbeiten
06.08.0281;Erdarbeiten Aushub bis 1.18 m;Erdarbeiten: Aushub bis 0.82 m, Bodenklasse BK 3–5, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 21, Segment 127. Ausführung nach DIN 1045‑2, DIN 4124, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;37.32;Erdarbeiten
02.07.0289;Erdarbeiten Aushub bis 1.5 m;Erdarbeiten: Aushub bis 1.16 m, Bodenklasse BK 2–3, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 48, Segment 60. Ausführung nach DIN 1998, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;33.67;Erdarbeiten
10.05.0297;Erdarbeiten Aushub bis 2.57 m;Erdarbeiten: Aushub bis 1.3 m, Bodenklasse nichtbindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 40, Segment 233. Ausführung nach DIN 1998, DIN 4124. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;24.05;Erdarbeiten
06.03.0305;Erdarbeiten Aushub bis 2.19 m;Erdarbeiten: Aushub bis 1.42 m, Bodenklasse BK 3–5, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 38, Segment 45. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;39.03;Erdarbeiten
02.05.0313;Erdarbeiten Aushub bis 0.83 m;Erdarbeiten: Aushub bis 1.23 m, Bodenklasse BK 2–3, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 7, Segment 340. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, DIN EN 1610, DIN EN 206. Abrechnung nach m³. Nachweis: As‑Built.;m³;48.86;Erdarbeiten
10.11.0321;Erdarbeiten Aushub bis 1.13 m;Erdarbeiten: Aushub bis 2.7 m, Bodenklasse BK 2–3, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 46, Segment 47. Ausführung nach DIN 1045‑2, DIN 18300, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;29.79;Erdarbeiten
06.03.0329;Erdarbeiten Aushub bis 2.43 m;Erdarbeiten: Aushub bis 2.74 m, Bodenklasse BK 3–5, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 16, Segment 20. Ausführung nach DIN 1045‑2, DIN 18300, DIN 1998. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;37.47;Erdarbeiten
02.12.0337;Erdarbeiten Aushub bis 2.6 m;Erdarbeiten: Aushub bis 2.3 m, Bodenklasse bindig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 1, Segment 361. Ausführung nach DIN 4124, TL SoB‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;19.38;Erdarbeiten
10.02.0345;Erdarbeiten Aushub bis 2.21 m;Erdarbeiten: Aushub bis 2.36 m, Bodenklasse felsig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 3, Segment 436. Ausführung nach DIN 1998, DIN 4124, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;52.44;Erdarbeiten
06.12.0353;Erdarbeiten Aushub bis 2.58 m;Erdarbeiten: Aushub bis 1.0 m, Bodenklasse BK 3–5, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 26, Segment 86. Ausführung nach DIN 4124, DIN EN 1610. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;58.85;Erdarbeiten
02.08.0361;Erdarbeiten Aushub bis 1.6 m;Erdarbeiten: Aushub bis 1.11 m, Bodenklasse bindig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 22, Segment 414. Ausführung nach DIN 1045‑2, DIN EN 206, TL SoB‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;24.01;Erdarbeiten
10.01.0369;Erdarbeiten Aushub bis 2.53 m;Erdarbeiten: Aushub bis 1.12 m, Bodenklasse BK 2–3, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 34, Segment 235. Ausführung nach DIN 18300, DIN EN 1610, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;14.39;Erdarbeiten
06.10.0377;Erdarbeiten Aushub bis 1.08 m;Erdarbeiten: Aushub bis 2.26 m, Bodenklasse BK 3–5, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 25, Segment 24. Ausführung nach DIN EN 1610, TL SoB‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;53.21;Erdarbeiten
02.03.0385;Erdarbeiten Aushub bis 1.82 m;Erdarbeiten: Aushub bis 2.41 m, Bodenklasse BK 3–5, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 30, Segment 82. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;64.95;Erdarbeiten
10.04.0393;Erdarbeiten Aushub bis 0.8 m;Erdarbeiten: Aushub bis 2.14 m, Bodenklasse felsig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 23, Segment 188. Ausführung nach DIN 1045‑2, DIN EN 1610, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;63.59;Erdarbeiten
06.04.0401;Erdarbeiten Aushub bis 2.89 m;Erdarbeiten: Aushub bis 1.49 m, Bodenklasse BK 2–3, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 19, Segment 219. Ausführung nach DIN 18300, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;29.07;Erdarbeiten
02.12.0409;Erdarbeiten Aushub bis 1.33 m;Erdarbeiten: Aushub bis 2.33 m, Bodenklasse felsig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 15, Segment 106. Ausführung nach DIN 1998, DIN 4124, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;43.86;Erdarbeiten
10.05.0417;Erdarbeiten Aushub bis 2.36 m;Erdarbeiten: Aushub bis 0.98 m, Bodenklasse BK 3–5, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 46, Segment 128. Ausführung nach DIN 4124, DIN EN 1610. Abrechnung nach m³. Nachweis: As‑Built.;m³;29.25;Erdarbeiten
06.06.0425;Erdarbeiten Aushub bis 1.41 m;Erdarbeiten: Aushub bis 1.52 m, Bodenklasse bindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 40, Segment 317. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, DIN 18300, DIN EN 206. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;52.25;Erdarbeiten
02.07.0433;Erdarbeiten Aushub bis 1.09 m;Erdarbeiten: Aushub bis 2.51 m, Bodenklasse BK 3–5, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 20, Segment 153. Ausführung nach DIN EN 1610, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;41.01;Erdarbeiten
10.10.0441;Erdarbeiten Aushub bis 1.51 m;Erdarbeiten: Aushub bis 1.33 m, Bodenklasse felsig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 15, Segment 200. Ausführung nach DIN 1045‑2, DIN EN 1610, DIN EN 206. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;47.59;Erdarbeiten
06.07.0449;Erdarbeiten Aushub bis 2.68 m;Erdarbeiten: Aushub bis 1.39 m, Bodenklasse felsig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 33, Segment 2. Ausführung nach DIN 1998, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;47.15;Erdarbeiten
02.12.0457;Erdarbeiten Aushub bis 1.16 m;Erdarbeiten: Aushub bis 1.24 m, Bodenklasse bindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 13, Segment 109. Ausführung nach DAfStb-Richtlinie, DIN 18300, DIN 4124, DIN EN 1610. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;49.93;Erdarbeiten
10.10.0465;Erdarbeiten Aushub bis 1.04 m;Erdarbeiten: Aushub bis 1.43 m, Bodenklasse felsig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 33, Segment 266. Ausführung nach DAfStb-Richtlinie, DIN 1998, DIN EN 206. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;17.72;Erdarbeiten
06.03.0473;Erdarbeiten Aushub bis 2.55 m;Erdarbeiten: Aushub bis 2.62 m, Bodenklasse BK 3–5, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 37, Segment 303. Ausführung nach DIN 1998, DIN EN 1610, TL SoB‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;36.09;Erdarbeiten
02.06.0481;Erdarbeiten Aushub bis 2.39 m;Erdarbeiten: Aushub bis 2.26 m, Bodenklasse nichtbindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 29, Segment 99. Ausführung nach DIN 1045‑2, DIN 18300, DIN EN 1610, TL SoB‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;28.52;Erdarbeiten
10.05.0489;Erdarbeiten Aushub bis 2.78 m;Erdarbeiten: Aushub bis 2.2 m, Bodenklasse BK 2–3, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 40, Segment 349. Ausführung nach DIN 4124, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;43.02;Erdarbeiten
06.07.0497;Erdarbeiten Aushub bis 2.92 m;Erdarbeiten: Aushub bis 2.67 m, Bodenklasse BK 3–5, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 43, Segment 365. Ausführung nach DIN 1045‑2, DIN 1998, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;34.51;Erdarbeiten
02.06.0505;Erdarbeiten Aushub bis 1.03 m;Erdarbeiten: Aushub bis 1.71 m, Bodenklasse bindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 26, Segment 268. Ausführung nach DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;38.51;Erdarbeiten
10.10.0513;Erdarbeiten Aushub bis 2.5 m;Erdarbeiten: Aushub bis 1.54 m, Bodenklasse BK 3–5, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 23, Segment 471. Ausführung nach DAfStb-Richtlinie, DIN 1998. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;53.09;Erdarbeiten
06.10.0521;Erdarbeiten Aushub bis 2.63 m;Erdarbeiten: Aushub bis 0.95 m, Bodenklasse BK 3–5, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 18, Segment 473. Ausführung nach DAfStb-Richtlinie, DIN 4124, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;42.0;Erdarbeiten
