Positionsnummer;Kurztext;Langtext;Einheit;Preis;Kategorie
10.12.0141;Pflaster Basalt-Mosaik liefern & verlegen;Pflasterdecke Betonpflaster 8 cm, Bettung 4 cm, Tragschicht 16 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 30, Segment 120. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2. Abrechnung nach m². Nachweis: Messprotokoll.;m²;44.44;Pflaster
06.11.0149;Pflaster Basalt-Mosaik liefern & verlegen;Pflasterdecke Ökopflaster 10 cm, Bettung 4 cm, Tragschicht 20 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 19, Segment 380. Ausführung nach DIN 18300, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;14.31;Pflaster
02.11.0157;Pflaster Granit Großpflaster 14/17 liefern & verlegen;Pflasterdecke Natursteinplatte 3 cm, Bettung 6 cm, Tragschicht 12 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 32, Segment 466. Ausführung nach DAfStb-Richtlinie, DIN 18300, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;15.65;Pflaster
10.04.0165;Pflaster Granit Großpflaster 14/17 liefern & verlegen;Pflasterdecke Granitpflaster 8/10, Bettung 6 cm, Tragschicht 18 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 14, Segment 416. Ausführung nach DIN 18300, DIN 1998, DIN EN 1610, TL SoB‑StB. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;8.19;Pflaster
06.05.0173;Pflaster Granit Großpflaster 14/17 liefern & verlegen;Pflasterdecke Natursteinplatte 3 cm, Bettung 5 cm, Tragschicht 14 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 19, Segment 286. Ausführung nach DIN 1045‑2, DIN 1998, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Messprotokoll.;m²;8.67;Pflaster
02.12.0181;Pflaster Natursteinplatte 3 cm liefern & verlegen;Pflasterdecke Betonpflaster 8 cm, Bettung 3 cm, Tragschicht 18 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 24, Segment 84. Ausführung nach DIN 1998, DIN EN 206, TL SoB‑StB. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;9.87;Pflaster
10.04.0189;Pflaster Betonpflaster 8 cm liefern & verlegen;Pflasterdecke Granitpflaster 8/10, Bettung 4 cm, Tragschicht 16 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 47, Segment 332. Ausführung nach DIN 4124, DIN EN 206. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;13.43;Pflaster
06.05.0197;Pflaster Natursteinplatte 3 cm liefern & verlegen;Pflasterdecke Ökopflaster 10 cm, Bettung 5 cm, Tragschicht 18 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 19, Segment 122. Ausführung nach DIN 1045‑2, DIN 18300, TL SoB‑StB. Abrechnung nach m². Nachweis: Messprotokoll.;m²;32.25;Pflaster
02.08.0205;Pflaster Natursteinplatte 3 cm liefern & verlegen;Pflasterdecke Ökopflaster 10 cm, Bettung 6 cm, Tragschicht 18 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 49, Segment 222. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, DIN 4124, DIN EN 206. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;11.76;Pflaster
10.10.0213;Pflaster Klinkerpflaster 6 cm liefern & verlegen;Pflasterdecke Granitpflaster 8/10, Bettung 6 cm, Tragschicht 20 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 29, Segment 65. Ausführung nach DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;39.66;Pflaster
06.04.0221;Pflaster Betonplatte 6 cm liefern & verlegen;Pflasterdecke Ökopflaster 10 cm, Bettung 5 cm, Tragschicht 16 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 43, Segment 296. Ausführung nach DAfStb-Richtlinie, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;15.05;Pflaster
02.10.0229;Pflaster Natursteinplatte 3 cm liefern & verlegen;Pflasterdecke Natursteinplatte 3 cm, Bettung 5 cm, Tragschicht 12 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 29, Segment 187. Ausführung nach DIN 1998, DIN 4124, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;9.69;Pflaster
10.02.0237;Pflaster Betonpflaster 8 cm liefern & verlegen;Pflasterdecke Granit Großpflaster 14/17, Bettung 4 cm, Tragschicht 18 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 20, Segment 325. Ausführung nach DIN 1045‑2, DIN EN 1610, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;39.48;Pflaster
06.04.0245;Pflaster Natursteinplatte 3 cm liefern & verlegen;Pflasterdecke Natursteinplatte 3 cm, Bettung 6 cm, Tragschicht 18 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 31, Segment 336. Ausführung nach DIN 1045‑2, DIN 18300, DIN 4124, DIN EN 206. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;35.84;Pflaster
02.02.0253;Pflaster Rasengitterstein 10 cm liefern & verlegen;Pflasterdecke Basalt-Mosaik, Bettung 5 cm, Tragschicht 14 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 34, Segment 371. Ausführung nach DIN 1045‑2, DIN 1998, DIN EN 206. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;18.41;Pflaster
10.05.0261;Pflaster Betonplatte 6 cm liefern & verlegen;Pflasterdecke Betonpflaster 8 cm, Bettung 6 cm, Tragschicht 20 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 23, Segment 179. Ausführung nach DAfStb-Richtlinie, DIN 18300, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;23.7;Pflaster
06.09.0269;Pflaster Natursteinplatte 3 cm liefern & verlegen;Pflasterdecke Ökopflaster 10 cm, Bettung 5 cm, Tragschicht 20 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 21, Segment 110. Ausführung nach TL SoB‑StB, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;6.72;Pflaster
02.06.0277;Pflaster Betonpflaster 8 cm liefern & verlegen;Pflasterdecke Klinkerpflaster 6 cm, Bettung 6 cm, Tragschicht 12 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 36, Segment 8. Ausführung nach DAfStb-Richtlinie, DIN 18300, DIN 1998, DIN EN 206. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;23.7;Pflaster
10.12.0285;Pflaster Betonplatte 6 cm liefern & verlegen;Pflasterdecke Klinkerpflaster 6 cm, Bettung 6 cm, Tragschicht 16 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 19, Segment 413. Ausführung nach DIN 1045‑2, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;8.71;Pflaster
06.07.0293;Pflaster Granitpflaster 8/10 liefern & verlegen;Pflasterdecke Klinkerpflaster 6 cm, Bettung 3 cm, Tragschicht 16 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 32, Segment 65. Ausführung nach DIN 18300, DIN 1998, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;25.53;Pflaster
02.07.0301;Pflaster Ökopflaster 10 cm liefern & verlegen;Pflasterdecke Basalt-Mosaik, Bettung 3 cm, Tragschicht 20 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 39, Segment 380. Ausführung nach DAfStb-Richtlinie, DIN 18300, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Messprotokoll.;m²;35.03;Pflaster
10.02.0309;Pflaster Klinkerpflaster 6 cm liefern & verlegen;Pflasterdecke Ökopflaster 10 cm, Bettung 4 cm, Tragschicht 12 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 5, Segment 413. Ausführung nach DIN 18300, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;12.36;Pflaster
06.08.0317;Pflaster Granitpflaster 8/10 liefern & verlegen;Pflasterdecke Betonplatte 6 cm, Bettung 5 cm, Tragschicht 16 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 40, Segment 293. Ausführung nach DIN 18300, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;39.57;Pflaster
02.12.0325;Pflaster Ökopflaster 10 cm liefern & verlegen;Pflasterdecke Klinkerpflaster 6 cm, Bettung 6 cm, Tragschicht 20 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 50, Segment 144. Ausführung nach DIN 1045‑2, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Messprotokoll.;m²;31.74;Pflaster
10.11.0333;Pflaster Granitpflaster 8/10 liefern & verlegen;Pflasterdecke Granitpflaster 8/10, Bettung 4 cm, Tragschicht 16 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 27, Segment 283. Ausführung nach DIN 1045‑2, DIN 4124. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;26.91;Pflaster
06.07.0341;Pflaster Klinkerpflaster 6 cm liefern & verlegen;Pflasterdecke Klinkerpflaster 6 cm, Bettung 5 cm, Tragschicht 20 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 15, Segment 61. Ausführung nach DIN 18300, DIN 4124, DIN EN 1610. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;10.77;Pflaster
02.05.0349;Pflaster Basalt-Mosaik liefern & verlegen;Pflasterdecke Betonpflaster 8 cm, Bettung 5 cm, Tragschicht 18 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 34, Segment 326. Ausführung nach DIN 4124, DIN EN 1610, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;13.18;Pflaster
10.08.0357;Pflaster Granit Großpflaster 14/17 liefern & verlegen;Pflasterdecke Granitpflaster 8/10, Bettung 5 cm, Tragschicht 12 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 48, Segment 213. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;35.36;Pflaster
06.02.0365;Pflaster Natursteinplatte 3 cm liefern & verlegen;Pflasterdecke Ökopflaster 10 cm, Bettung 4 cm, Tragschicht 14 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 25, Segment 26. Ausführung nach DIN 18300, DIN EN 1610. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;32.6;Pflaster
02.10.0373;Pflaster Klinkerpflaster 6 cm liefern & verlegen;Pflasterdecke Basalt-Mosaik, Bettung 4 cm, Tragschicht 18 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 27, Segment 476. Ausführung nach DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;39.85;Pflaster
10.03.0381;Pflaster Granitpflaster 8/10 liefern & verlegen;Pflasterdecke Ökopflaster 10 cm, Bettung 4 cm, Tragschicht 12 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 45, Segment 212. Ausführung nach DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;33.71;Pflaster
06.10.0389;Pflaster Granit Großpflaster 14/17 liefern & verlegen;Pflasterdecke Granitpflaster 8/10, Bettung 3 cm, Tragschicht 18 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 33, Segment 435. Ausführung nach DAfStb-Richtlinie, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;23.21;Pflaster
02.05.0397;Pflaster Granitpflaster 8/10 liefern & verlegen;Pflasterdecke Granitpflaster 8/10, Bettung 3 cm, Tragschicht 20 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 38, Segment 50. Ausführung nach DIN 1045‑2, DIN EN 1610. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;14.68;Pflaster
10.01.0405;Pflaster Ökopflaster 10 cm liefern & verlegen;Pflasterdecke Ökopflaster 10 cm, Bettung 4 cm, Tragschicht 14 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 34, Segment 412. Ausführung nach DIN 18300, DIN 1998, DIN EN 206, TL SoB‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;16.34;Pflaster
06.06.0413;Pflaster Natursteinplatte 3 cm liefern & verlegen;Pflasterdecke Rasengitterstein 10 cm, Bettung 3 cm, Tragschicht 20 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 34, Segment 266. Ausführung nach DIN EN 1610, TL SoB‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;35.41;Pflaster
02.12.0421;Pflaster Betonplatte 6 cm liefern & verlegen;Pflasterdecke Granit Großpflaster 14/17, Bettung 6 cm, Tragschicht 18 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 44, Segment 349. Ausführung nach DIN 1998, DIN EN 206. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;22.93;Pflaster
10.03.0429;Pflaster Rasengitterstein 10 cm liefern & verlegen;Pflasterdecke Ökopflaster 10 cm, Bettung 4 cm, Tragschicht 20 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 29, Segment 5. Ausführung nach DIN 1045‑2, DIN 4124, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;19.09;Pflaster
06.02.0437;Pflaster Natursteinplatte 3 cm liefern & verlegen;Pflasterdecke Granitpflaster 8/10, Bettung 4 cm, Tragschicht 14 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 13, Segment 14. Ausführung nach DIN 1045‑2, DIN 18300, TL SoB‑StB. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;28.64;Pflaster
02.10.0445;Pflaster Ökopflaster 10 cm liefern & verlegen;Pflasterdecke Basalt-Mosaik, Bettung 4 cm, Tragschicht 12 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 23, Segment 377. Ausführung nach DIN 1045‑2, DIN EN 1610. Abrechnung nach m². Nachweis: Messprotokoll.;m²;39.63;Pflaster
10.03.0453;Pflaster Granitpflaster 8/10 liefern & verlegen;Pflasterdecke Rasengitterstein 10 cm, Bettung 3 cm, Tragschicht 14 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 36, Segment 360. Ausführung nach DAfStb-Richtlinie, DIN EN 1610, TL SoB‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;25.55;Pflaster
06.12.0461;Pflaster Basalt-Mosaik liefern & verlegen;Pflasterdecke Ökopflaster 10 cm, Bettung 3 cm, Tragschicht 16 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 23, Segment 45. Ausführung nach DAfStb-Richtlinie, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;17.46;Pflaster
02.03.0469;Pflaster Betonpflaster 8 cm liefern & verlegen;Pflasterdecke Betonplatte 6 cm, Bettung 6 cm, Tragschicht 12 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 9, Segment 258. Ausführung nach DIN 4124, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;39.95;Pflaster
10.10.0477;Pflaster Rasengitterstein 10 cm liefern & verlegen;Pflasterdecke Betonplatte 6 cm, Bettung 6 cm, Tragschicht 16 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 19, Segment 183. Ausführung nach DIN 1998, DIN EN 206, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Messprotokoll.;m²;12.83;Pflaster
06.03.0485;Pflaster Basalt-Mosaik liefern & verlegen;Pflasterdecke Betonplatte 6 cm, Bettung 4 cm, Tragschicht 18 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 33, Segment 236. Ausführung nach DIN EN 1610, TL SoB‑StB. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;36.62;Pflaster
02.04.0493;Pflaster Granit Großpflaster 14/17 liefern & verlegen;Pflasterdecke Rasengitterstein 10 cm, Bettung 3 cm, Tragschicht 18 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 15, Segment 48. Ausführung nach DAfStb-Richtlinie, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Messprotokoll.;m²;14.22;Pflaster
10.02.0501;Pflaster Granit Großpflaster 14/17 liefern & verlegen;Pflasterdecke Rasengitterstein 10 cm, Bettung 6 cm, Tragschicht 14 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 2, Segment 71. Ausführung nach DIN 1045‑2, DIN 1998, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;9.39;Pflaster
06.10.0509;Pflaster Rasengitterstein 10 cm liefern & verlegen;Pflasterdecke Granitpflaster 8/10, Bettung 6 cm, Tragschicht 18 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 17, Segment 257. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, DIN 18300. Abrechnung nach m². Nachweis: Messprotokoll.;m²;38.64;Pflaster
02.09.0517;Pflaster Natursteinplatte 3 cm liefern & verlegen;Pflasterdecke Natursteinplatte 3 cm, Bettung 3 cm, Tragschicht 12 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 6, Segment 451. Ausführung nach DIN EN 1610, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;36.86;Pflaster
10.08.0525;Pflaster Rasengitterstein 10 cm liefern & verlegen;Pflasterdecke Ökopflaster 10 cm, Bettung 6 cm, Tragschicht 18 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 42, Segment 331. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;12.53;Pflaster
06.12.0533;Pflaster Basalt-Mosaik liefern & verlegen;Pflasterdecke Basalt-Mosaik, Bettung 6 cm, Tragschicht 14 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 5, Segment 261. Ausführung nach DAfStb-Richtlinie, DIN EN 206, TL SoB‑StB. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;21.09;Pflaster
02.10.0541;Pflaster Natursteinplatte 3 cm liefern & verlegen;Pflasterdecke Basalt-Mosaik, Bettung 4 cm, Tragschicht 16 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 41, Segment 454. Ausführung nach DIN 18300, DIN EN 1610, DIN EN 206, TL SoB‑StB. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;12.87;Pflaster
10.04.0549;Pflaster Ökopflaster 10 cm liefern & verlegen;Pflasterdecke Granitpflaster 8/10, Bettung 5 cm, Tragschicht 20 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 35, Segment 65. Ausführung nach DIN 1998, DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;38.81;Pflaster
06.02.0557;Pflaster Ökopflaster 10 cm liefern & verlegen;Pflasterdecke Ökopflaster 10 cm, Bettung 6 cm, Tragschicht 14 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 36, Segment 100. Ausführung nach DIN 18300, DIN 4124, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;32.3;Pflaster
02.11.0565;Pflaster Basalt-Mosaik liefern & verlegen;Pflasterdecke Granitpflaster 8/10, Bettung 5 cm, Tragschicht 18 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 10, Segment 239. Ausführung nach DAfStb-Richtlinie, DIN 4124, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Messprotokoll.;m²;39.89;Pflaster
