Positionsnummer;Kurztext;Langtext;Einheit;Preis;Kategorie
08.02.0223;Entwässerungsleitung DN600 Beton;Entwässerungsleitung DN300 aus Steinzeug mit Gefälle 2.34 %, Bettung und Abdeckung gem. EN 1610. Sandfang, TV-Inspektion. Abschnitt 37, Segment 339. Ausführung nach DAfStb-Richtlinie, TL SoB‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;45.46;Entwässerung
04.08.0231;Entwässerungsleitung DN150 KG;Entwässerungsleitung DN150 aus Beton mit Gefälle 2.04 %, Bettung und Abdeckung gem. EN 1610. Sandfang, Dichtheitsprüfung. Abschnitt 20, Segment 284. Ausführung nach DIN 18300, DIN 1998, TL SoB‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;53.59;Entwässerung
12.08.0239;Entwässerungsleitung DN600 Beton;Entwässerungsleitung DN200 aus PP-HM mit Gefälle 0.82 %, Bettung und Abdeckung gem. EN 1610. Rückstauklappen, Dichtheitsprüfung. Abschnitt 29, Segment 178. Ausführung nach DAfStb-Richtlinie, DIN 1998, DIN 4124, DIN EN 1610. Abrechnung nach m. Nachweis: Materialzertifikate.;m;11.45;Entwässerung
08.03.0247;Entwässerungsleitung DN315 Beton;Entwässerungsleitung DN600 aus KG mit Gefälle 2.29 %, Bettung und Abdeckung gem. EN 1610. Kontrollschächte, Druckprüfung. Abschnitt 40, Segment 248. Ausführung nach DIN 1045‑2, DIN 18300. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;78.05;Entwässerung
04.09.0255;Entwässerungsleitung DN250 KG;Entwässerungsleitung DN100 aus KG mit Gefälle 2.69 %, Bettung und Abdeckung gem. EN 1610. Rückstauklappen, Dichtheitsprüfung. Abschnitt 46, Segment 104. Ausführung nach DIN 1045‑2, DIN 18300, DIN EN 1610, TL SoB‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;6.51;Entwässerung
12.08.0263;Entwässerungsleitung DN300 Steinzeug;Entwässerungsleitung DN600 aus PP-HM mit Gefälle 0.73 %, Bettung und Abdeckung gem. EN 1610. Sandfang, Dichtheitsprüfung. Abschnitt 26, Segment 261. Ausführung nach DIN EN 1610, DIN EN 206. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;48.95;Entwässerung
08.10.0271;Entwässerungsleitung DN100 Beton;Entwässerungsleitung DN500 aus KG mit Gefälle 1.76 %, Bettung und Abdeckung gem. EN 1610. Sandfang, TV-Inspektion. Abschnitt 35, Segment 166. Ausführung nach DIN 1045‑2, DIN 4124, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;21.11;Entwässerung
04.10.0279;Entwässerungsleitung DN125 PP-HM;Entwässerungsleitung DN100 aus Steinzeug mit Gefälle 1.9 %, Bettung und Abdeckung gem. EN 1610. Kontrollschächte, Druckprüfung. Abschnitt 20, Segment 265. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, TL SoB‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;13.74;Entwässerung
12.03.0287;Entwässerungsleitung DN400 Steinzeug;Entwässerungsleitung DN1000 aus Beton mit Gefälle 2.19 %, Bettung und Abdeckung gem. EN 1610. Reinigungsöffnungen, Dichtheitsprüfung. Abschnitt 40, Segment 398. Ausführung nach DIN 1045‑2, DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;19.6;Entwässerung
08.08.0295;Entwässerungsleitung DN200 Steinzeug;Entwässerungsleitung DN400 aus Steinzeug mit Gefälle 0.5 %, Bettung und Abdeckung gem. EN 1610. Sandfang, Dichtheitsprüfung. Abschnitt 30, Segment 385. Ausführung nach DIN 4124, DIN EN 1610, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;43.25;Entwässerung
04.02.0303;Entwässerungsleitung DN200 PP-HM;Entwässerungsleitung DN500 aus PP-HM mit Gefälle 2.73 %, Bettung und Abdeckung gem. EN 1610. Sandfang, Druckprüfung. Abschnitt 11, Segment 416. Ausführung nach DIN 18300, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;18.65;Entwässerung
12.11.0311;Entwässerungsleitung DN1000 KG;Entwässerungsleitung DN100 aus Beton mit Gefälle 1.15 %, Bettung und Abdeckung gem. EN 1610. Sandfang, TV-Inspektion. Abschnitt 46, Segment 45. Ausführung nach DIN 1998, DIN EN 1610, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;73.11;Entwässerung
08.09.0319;Entwässerungsleitung DN400 PP-HM;Entwässerungsleitung DN125 aus PP-HM mit Gefälle 1.41 %, Bettung und Abdeckung gem. EN 1610. Rückstauklappen, Dichtheitsprüfung. Abschnitt 41, Segment 20. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, TL SoB‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;81.84;Entwässerung
04.11.0327;Entwässerungsleitung DN600 PP-HM;Entwässerungsleitung DN250 aus Steinzeug mit Gefälle 2.84 %, Bettung und Abdeckung gem. EN 1610. Reinigungsöffnungen, Dichtheitsprüfung. Abschnitt 7, Segment 204. Ausführung nach DIN 1045‑2, DIN 18300. Abrechnung nach m. Nachweis: As‑Built.;m;47.87;Entwässerung
12.02.0335;Entwässerungsleitung DN160 KG;Entwässerungsleitung DN600 aus Beton mit Gefälle 1.82 %, Bettung und Abdeckung gem. EN 1610. Kontrollschächte, Druckprüfung. Abschnitt 36, Segment 110. Ausführung nach DAfStb-Richtlinie, DIN 1998, DIN 4124, DIN EN 1610. Abrechnung nach m. Nachweis: Materialzertifikate.;m;8.95;Entwässerung
08.02.0343;Entwässerungsleitung DN800 KG;Entwässerungsleitung DN125 aus KG mit Gefälle 0.93 %, Bettung und Abdeckung gem. EN 1610. Rückstauklappen, Druckprüfung. Abschnitt 48, Segment 56. Ausführung nach DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;8.08;Entwässerung
04.06.0351;Entwässerungsleitung DN315 Beton;Entwässerungsleitung DN800 aus KG mit Gefälle 1.95 %, Bettung und Abdeckung gem. EN 1610. Reinigungsöffnungen, TV-Inspektion. Abschnitt 23, Segment 141. Ausführung nach DIN 1998, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;83.68;Entwässerung
12.05.0359;Entwässerungsleitung DN300 Beton;Entwässerungsleitung DN200 aus Beton mit Gefälle 1.43 %, Bettung und Abdeckung gem. EN 1610. Rückstauklappen, Druckprüfung. Abschnitt 21, Segment 396. Ausführung nach DAfStb-Richtlinie, DIN EN 1610, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;59.32;Entwässerung
08.07.0367;Entwässerungsleitung DN100 KG;Entwässerungsleitung DN315 aus Beton mit Gefälle 2.6 %, Bettung und Abdeckung gem. EN 1610. Reinigungsöffnungen, Dichtheitsprüfung. Abschnitt 48, Segment 267. Ausführung nach DAfStb-Richtlinie, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;67.75;Entwässerung
04.04.0375;Entwässerungsleitung DN160 PP-HM;Entwässerungsleitung DN150 aus Beton mit Gefälle 1.41 %, Bettung und Abdeckung gem. EN 1610. Reinigungsöffnungen, TV-Inspektion. Abschnitt 49, Segment 351. Ausführung nach DIN 18300, DIN EN 206, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;8.45;Entwässerung
12.04.0383;Entwässerungsleitung DN200 Beton;Entwässerungsleitung DN1000 aus KG mit Gefälle 1.76 %, Bettung und Abdeckung gem. EN 1610. Sandfang, Dichtheitsprüfung. Abschnitt 30, Segment 280. Ausführung nach DIN 1045‑2, DIN 1998, DIN 4124, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;82.23;Entwässerung
08.10.0391;Entwässerungsleitung DN800 KG;Entwässerungsleitung DN150 aus KG mit Gefälle 2.39 %, Bettung und Abdeckung gem. EN 1610. Kontrollschächte, TV-Inspektion. Abschnitt 17, Segment 356. Ausführung nach DIN 1998, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;42.07;Entwässerung
04.04.0399;Entwässerungsleitung DN800 PP-HM;Entwässerungsleitung DN800 aus KG mit Gefälle 0.81 %, Bettung und Abdeckung gem. EN 1610. Sandfang, Dichtheitsprüfung. Abschnitt 5, Segment 443. Ausführung nach DIN 1998, TL SoB‑StB, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;88.14;Entwässerung
12.01.0407;Entwässerungsleitung DN125 PP-HM;Entwässerungsleitung DN100 aus KG mit Gefälle 2.98 %, Bettung und Abdeckung gem. EN 1610. Rückstauklappen, Dichtheitsprüfung. Abschnitt 48, Segment 491. Ausführung nach DAfStb-Richtlinie, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;13.88;Entwässerung
08.06.0415;Entwässerungsleitung DN600 PP-HM;Entwässerungsleitung DN1000 aus KG mit Gefälle 1.36 %, Bettung und Abdeckung gem. EN 1610. Kontrollschächte, Druckprüfung. Abschnitt 50, Segment 17. Ausführung nach DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;34.06;Entwässerung
04.12.0423;Entwässerungsleitung DN600 Steinzeug;Entwässerungsleitung DN125 aus Beton mit Gefälle 2.49 %, Bettung und Abdeckung gem. EN 1610. Rückstauklappen, Druckprüfung. Abschnitt 26, Segment 363. Ausführung nach DIN 18300, DIN 4124, DIN EN 206, TL SoB‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;41.95;Entwässerung
12.06.0431;Entwässerungsleitung DN600 Steinzeug;Entwässerungsleitung DN315 aus Steinzeug mit Gefälle 2.11 %, Bettung und Abdeckung gem. EN 1610. Kontrollschächte, Druckprüfung. Abschnitt 50, Segment 167. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, DIN 1998, DIN 4124. Abrechnung nach m. Nachweis: Materialzertifikate.;m;87.08;Entwässerung
08.07.0439;Entwässerungsleitung DN250 Steinzeug;Entwässerungsleitung DN250 aus Steinzeug mit Gefälle 1.15 %, Bettung und Abdeckung gem. EN 1610. Rückstauklappen, TV-Inspektion. Abschnitt 17, Segment 328. Ausführung nach DIN 1045‑2, DIN 1998, DIN EN 1610. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;64.53;Entwässerung
04.03.0447;Entwässerungsleitung DN160 Steinzeug;Entwässerungsleitung DN315 aus KG mit Gefälle 0.77 %, Bettung und Abdeckung gem. EN 1610. Reinigungsöffnungen, Dichtheitsprüfung. Abschnitt 7, Segment 267. Ausführung nach DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;42.92;Entwässerung
12.01.0455;Entwässerungsleitung DN600 Beton;Entwässerungsleitung DN250 aus KG mit Gefälle 1.12 %, Bettung und Abdeckung gem. EN 1610. Sandfang, Druckprüfung. Abschnitt 3, Segment 378. Ausführung nach DIN 1998, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;26.76;Entwässerung
08.07.0463;Entwässerungsleitung DN800 Steinzeug;Entwässerungsleitung DN125 aus KG mit Gefälle 3.0 %, Bettung und Abdeckung gem. EN 1610. Kontrollschächte, Dichtheitsprüfung. Abschnitt 3, Segment 337. Ausführung nach DIN 1998, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;7.61;Entwässerung
04.12.0471;Entwässerungsleitung DN150 PP-HM;Entwässerungsleitung DN1000 aus PP-HM mit Gefälle 1.16 %, Bettung und Abdeckung gem. EN 1610. Reinigungsöffnungen, Dichtheitsprüfung. Abschnitt 35, Segment 188. Ausführung nach DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;47.62;Entwässerung
12.06.0479;Entwässerungsleitung DN250 Beton;Entwässerungsleitung DN600 aus Beton mit Gefälle 2.61 %, Bettung und Abdeckung gem. EN 1610. Sandfang, Druckprüfung. Abschnitt 19, Segment 150. Ausführung nach DIN 18300, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;33.9;Entwässerung
08.11.0487;Entwässerungsleitung DN400 KG;Entwässerungsleitung DN300 aus KG mit Gefälle 2.1 %, Bettung und Abdeckung gem. EN 1610. Kontrollschächte, TV-Inspektion. Abschnitt 46, Segment 407. Ausführung nach DIN 18300, DIN 4124. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;76.36;Entwässerung
04.10.0495;Entwässerungsleitung DN600 Steinzeug;Entwässerungsleitung DN125 aus KG mit Gefälle 1.0 %, Bettung und Abdeckung gem. EN 1610. Reinigungsöffnungen, Dichtheitsprüfung. Abschnitt 45, Segment 223. Ausführung nach DIN 1045‑2, DIN 1998, DIN 4124, DIN EN 1610. Abrechnung nach m. Nachweis: As‑Built.;m;53.89;Entwässerung
12.05.0503;Entwässerungsleitung DN315 PP-HM;Entwässerungsleitung DN400 aus Beton mit Gefälle 2.26 %, Bettung und Abdeckung gem. EN 1610. Rückstauklappen, Druckprüfung. Abschnitt 26, Segment 483. Ausführung nach DIN 1045‑2, DIN 1998, DIN EN 206, TL SoB‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;67.1;Entwässerung
08.10.0511;Entwässerungsleitung DN200 PP-HM;Entwässerungsleitung DN800 aus Beton mit Gefälle 1.81 %, Bettung und Abdeckung gem. EN 1610. Kontrollschächte, TV-Inspektion. Abschnitt 30, Segment 252. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, DIN 4124, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;61.24;Entwässerung
04.02.0519;Entwässerungsleitung DN160 Steinzeug;Entwässerungsleitung DN1000 aus PP-HM mit Gefälle 1.19 %, Bettung und Abdeckung gem. EN 1610. Rückstauklappen, TV-Inspektion. Abschnitt 34, Segment 370. Ausführung nach DIN 18300, DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;67.93;Entwässerung
12.01.0527;Entwässerungsleitung DN1000 KG;Entwässerungsleitung DN600 aus KG mit Gefälle 1.49 %, Bettung und Abdeckung gem. EN 1610. Reinigungsöffnungen, Druckprüfung. Abschnitt 18, Segment 468. Ausführung nach DAfStb-Richtlinie, DIN 18300, DIN 1998, TL SoB‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;81.48;Entwässerung
08.04.0535;Entwässerungsleitung DN400 Beton;Entwässerungsleitung DN160 aus PP-HM mit Gefälle 1.92 %, Bettung und Abdeckung gem. EN 1610. Kontrollschächte, TV-Inspektion. Abschnitt 49, Segment 59. Ausführung nach ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;25.29;Entwässerung
04.07.0543;Entwässerungsleitung DN250 Steinzeug;Entwässerungsleitung DN100 aus KG mit Gefälle 1.23 %, Bettung und Abdeckung gem. EN 1610. Rückstauklappen, Druckprüfung. Abschnitt 42, Segment 332. Ausführung nach DIN 1045‑2, DIN EN 1610, DIN EN 206, TL SoB‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;84.78;Entwässerung
12.05.0551;Entwässerungsleitung DN150 Steinzeug;Entwässerungsleitung DN250 aus Steinzeug mit Gefälle 0.7 %, Bettung und Abdeckung gem. EN 1610. Kontrollschächte, TV-Inspektion. Abschnitt 24, Segment 61. Ausführung nach DAfStb-Richtlinie, DIN 4124, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;5.6;Entwässerung
08.01.0559;Entwässerungsleitung DN315 KG;Entwässerungsleitung DN160 aus PP-HM mit Gefälle 2.6 %, Bettung und Abdeckung gem. EN 1610. Reinigungsöffnungen, TV-Inspektion. Abschnitt 15, Segment 20. Ausführung nach DIN 1998, DIN EN 206. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;40.24;Entwässerung
04.09.0567;Entwässerungsleitung DN125 PP-HM;Entwässerungsleitung DN315 aus PP-HM mit Gefälle 1.68 %, Bettung und Abdeckung gem. EN 1610. Sandfang, Druckprüfung. Abschnitt 48, Segment 320. Ausführung nach DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;77.17;Entwässerung
12.09.0575;Entwässerungsleitung DN315 Beton;Entwässerungsleitung DN125 aus PP-HM mit Gefälle 1.39 %, Bettung und Abdeckung gem. EN 1610. Reinigungsöffnungen, Druckprüfung. Abschnitt 46, Segment 284. Ausführung nach DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;50.92;Entwässerung
08.02.0583;Entwässerungsleitung DN315 KG;Entwässerungsleitung DN150 aus Beton mit Gefälle 2.72 %, Bettung und Abdeckung gem. EN 1610. Sandfang, Dichtheitsprüfung. Abschnitt 37, Segment 16. Ausführung nach DIN 1045‑2, DIN EN 206. Abrechnung nach m. Nachweis: Materialzertifikate.;m;63.74;Entwässerung
