Positionsnummer;Kurztext;Langtext;Einheit;Preis;Kategorie
04.12.0099;Fertigteilschacht DN1000 setzen;Fertigteilschacht DN1500, Tiefe 5 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 49, Segment 111. Ausführung gem. DIN 18300, DIN 1998, DIN EN 206, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Materialzertifikate.;St;158.76;Schachtbau
12.08.0107;Fertigteilschacht DN600 setzen;Fertigteilschacht DN600, Tiefe 4 m, Fundament, Konus, Steigeisen, Abdeckung Kl. D400. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 37, Segment 224. Ausführung gem. DIN 1045‑2, DIN 4124, DIN EN 206, ZTV Asphalt‑StB. Abrechnung pro St. Nachweis: Messprotokoll.;St;383.63;Schachtbau
08.01.0115;Fertigteilschacht DN1200 setzen;Fertigteilschacht DN600, Tiefe 6 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 14, Segment 336. Ausführung gem. DIN 1045‑2, DIN EN 1610, DIN EN 206. Abrechnung pro St. Nachweis: Prüfzeugnisse.;St;716.78;Schachtbau
04.06.0123;Fertigteilschacht DN600 setzen;Fertigteilschacht DN800, Tiefe 4 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 2, Segment 412. Ausführung gem. DIN 18300, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Prüfzeugnisse.;St;81.48;Schachtbau
12.01.0131;Fertigteilschacht DN1200 setzen;Fertigteilschacht DN2000, Tiefe 6 m, Fundament, Konus, Steigeisen, Abdeckung Kl. E600. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 25, Segment 40. Ausführung gem. DIN 1998, DIN 4124, DIN EN 1610, TL SoB‑StB. Abrechnung pro St. Nachweis: Fotoprotokoll.;St;369.32;Schachtbau
08.04.0139;Fertigteilschacht DN2000 setzen;Fertigteilschacht DN800, Tiefe 3 m, Fundament, Konus, Steigeisen, Abdeckung Kl. E600. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 40, Segment 256. Ausführung gem. TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung pro St. Nachweis: As‑Built.;St;412.35;Schachtbau
04.02.0147;Fertigteilschacht DN1500 setzen;Fertigteilschacht DN1500, Tiefe 4 m, Fundament, Konus, Steigeisen, Abdeckung Kl. D400. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 49, Segment 1. Ausführung gem. DAfStb-Richtlinie, DIN EN 1610, TL SoB‑StB. Abrechnung pro St. Nachweis: As‑Built.;St;589.6;Schachtbau
12.08.0155;Fertigteilschacht DN1200 setzen;Fertigteilschacht DN1500, Tiefe 6 m, Fundament, Konus, Steigeisen, Abdeckung Kl. E600. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 36, Segment 226. Ausführung gem. DAfStb-Richtlinie, DIN 1045‑2, DIN 1998, TL SoB‑StB. Abrechnung pro St. Nachweis: As‑Built.;St;496.04;Schachtbau
08.10.0163;Fertigteilschacht DN800 setzen;Fertigteilschacht DN800, Tiefe 6 m, Fundament, Konus, Steigeisen, Abdeckung Kl. E600. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 26, Segment 353. Ausführung gem. DIN 1045‑2, DIN 18300, DIN 4124, ZTV Asphalt‑StB. Abrechnung pro St. Nachweis: As‑Built.;St;111.95;Schachtbau
04.07.0171;Fertigteilschacht DN1500 setzen;Fertigteilschacht DN1200, Tiefe 4 m, Fundament, Konus, Steigeisen, Abdeckung Kl. D400. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 27, Segment 459. Ausführung gem. DAfStb-Richtlinie, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Prüfzeugnisse.;St;475.4;Schachtbau
12.06.0179;Fertigteilschacht DN1200 setzen;Fertigteilschacht DN1000, Tiefe 4 m, Fundament, Konus, Steigeisen, Abdeckung Kl. B125. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 21, Segment 130. Ausführung gem. DIN 4124, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung pro St. Nachweis: Prüfzeugnisse.;St;1496.87;Schachtbau
08.10.0187;Fertigteilschacht DN1000 setzen;Fertigteilschacht DN1200, Tiefe 6 m, Fundament, Konus, Steigeisen, Abdeckung Kl. E600. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 27, Segment 349. Ausführung gem. DAfStb-Richtlinie, DIN 18300, DIN 4124, TL SoB‑StB. Abrechnung pro St. Nachweis: As‑Built.;St;466.14;Schachtbau
04.04.0195;Fertigteilschacht DN800 setzen;Fertigteilschacht DN600, Tiefe 2 m, Fundament, Konus, Steigeisen, Abdeckung Kl. E600. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 42, Segment 469. Ausführung gem. DIN EN 206, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Fotoprotokoll.;St;327.58;Schachtbau
12.04.0203;Fertigteilschacht DN1500 setzen;Fertigteilschacht DN1500, Tiefe 2 m, Fundament, Konus, Steigeisen, Abdeckung Kl. E600. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 6, Segment 481. Ausführung gem. DIN 1045‑2, DIN 1998. Abrechnung pro St. Nachweis: Prüfzeugnisse.;St;611.19;Schachtbau
08.08.0211;Fertigteilschacht DN1500 setzen;Fertigteilschacht DN1200, Tiefe 6 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 13, Segment 357. Ausführung gem. DIN 18300, DIN 4124, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung pro St. Nachweis: Prüfzeugnisse.;St;635.46;Schachtbau
04.01.0219;Fertigteilschacht DN800 setzen;Fertigteilschacht DN1200, Tiefe 6 m, Fundament, Konus, Steigeisen, Abdeckung Kl. B125. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 44, Segment 325. Ausführung gem. DIN 1998, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Prüfzeugnisse.;St;528.56;Schachtbau
12.10.0227;Fertigteilschacht DN2000 setzen;Fertigteilschacht DN1200, Tiefe 2 m, Fundament, Konus, Steigeisen, Abdeckung Kl. B125. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 1, Segment 96. Ausführung gem. DAfStb-Richtlinie, DIN 4124, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Fotoprotokoll.;St;53.21;Schachtbau
08.08.0235;Fertigteilschacht DN1000 setzen;Fertigteilschacht DN1200, Tiefe 5 m, Fundament, Konus, Steigeisen, Abdeckung Kl. B125. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 3, Segment 58. Ausführung gem. DAfStb-Richtlinie, DIN 4124. Abrechnung pro St. Nachweis: Prüfzeugnisse.;St;1319.47;Schachtbau
04.09.0243;Fertigteilschacht DN1200 setzen;Fertigteilschacht DN600, Tiefe 3 m, Fundament, Konus, Steigeisen, Abdeckung Kl. E600. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 37, Segment 138. Ausführung gem. DIN 1045‑2, DIN EN 1610. Abrechnung pro St. Nachweis: Messprotokoll.;St;1249.09;Schachtbau
12.04.0251;Fertigteilschacht DN1200 setzen;Fertigteilschacht DN800, Tiefe 6 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 43, Segment 182. Ausführung gem. DIN EN 206, ZTV Asphalt‑StB. Abrechnung pro St. Nachweis: Fotoprotokoll.;St;545.64;Schachtbau
08.02.0259;Fertigteilschacht DN1500 setzen;Fertigteilschacht DN1200, Tiefe 6 m, Fundament, Konus, Steigeisen, Abdeckung Kl. D400. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 44, Segment 102. Ausführung gem. DIN 1045‑2, ZTV Asphalt‑StB. Abrechnung pro St. Nachweis: As‑Built.;St;446.26;Schachtbau
04.12.0267;Fertigteilschacht DN600 setzen;Fertigteilschacht DN1000, Tiefe 6 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 15, Segment 324. Ausführung gem. DIN 1045‑2, DIN 1998, TL SoB‑StB. Abrechnung pro St. Nachweis: Fotoprotokoll.;St;1274.32;Schachtbau
12.04.0275;Fertigteilschacht DN1200 setzen;Fertigteilschacht DN1500, Tiefe 3 m, Fundament, Konus, Steigeisen, Abdeckung Kl. B125. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 45, Segment 424. Ausführung gem. DIN 1045‑2, ZTV Asphalt‑StB. Abrechnung pro St. Nachweis: Prüfzeugnisse.;St;501.6;Schachtbau
08.09.0283;Fertigteilschacht DN1000 setzen;Fertigteilschacht DN2000, Tiefe 4 m, Fundament, Konus, Steigeisen, Abdeckung Kl. D400. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 11, Segment 144. Ausführung gem. DIN 18300, DIN EN 1610, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung pro St. Nachweis: Materialzertifikate.;St;151.83;Schachtbau
04.09.0291;Fertigteilschacht DN800 setzen;Fertigteilschacht DN1200, Tiefe 3 m, Fundament, Konus, Steigeisen, Abdeckung Kl. D400. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 7, Segment 350. Ausführung gem. DIN EN 1610, DIN EN 206. Abrechnung pro St. Nachweis: As‑Built.;St;755.55;Schachtbau
12.08.0299;Fertigteilschacht DN1500 setzen;Fertigteilschacht DN1000, Tiefe 3 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 20, Segment 164. Ausführung gem. DAfStb-Richtlinie, DIN 1998, DIN EN 206, TL SoB‑StB. Abrechnung pro St. Nachweis: Messprotokoll.;St;417.96;Schachtbau
08.03.0307;Fertigteilschacht DN1200 setzen;Fertigteilschacht DN800, Tiefe 3 m, Fundament, Konus, Steigeisen, Abdeckung Kl. B125. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 41, Segment 63. Ausführung gem. DAfStb-Richtlinie, DIN EN 1610, TL SoB‑StB. Abrechnung pro St. Nachweis: Fotoprotokoll.;St;1144.53;Schachtbau
04.10.0315;Fertigteilschacht DN1500 setzen;Fertigteilschacht DN1500, Tiefe 2 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 46, Segment 478. Ausführung gem. DAfStb-Richtlinie, DIN 4124, DIN EN 1610. Abrechnung pro St. Nachweis: Materialzertifikate.;St;59.3;Schachtbau
12.05.0323;Fertigteilschacht DN1500 setzen;Fertigteilschacht DN1200, Tiefe 4 m, Fundament, Konus, Steigeisen, Abdeckung Kl. B125. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 34, Segment 129. Ausführung gem. DAfStb-Richtlinie, DIN EN 206, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Messprotokoll.;St;180.77;Schachtbau
08.04.0331;Fertigteilschacht DN1500 setzen;Fertigteilschacht DN600, Tiefe 3 m, Fundament, Konus, Steigeisen, Abdeckung Kl. E600. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 39, Segment 250. Ausführung gem. DIN 1045‑2, DIN 18300, DIN EN 206. Abrechnung pro St. Nachweis: Messprotokoll.;St;1000.77;Schachtbau
04.07.0339;Fertigteilschacht DN800 setzen;Fertigteilschacht DN1200, Tiefe 2 m, Fundament, Konus, Steigeisen, Abdeckung Kl. E600. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 21, Segment 205. Ausführung gem. DAfStb-Richtlinie, DIN EN 206, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Materialzertifikate.;St;783.18;Schachtbau
12.11.0347;Fertigteilschacht DN800 setzen;Fertigteilschacht DN1200, Tiefe 3 m, Fundament, Konus, Steigeisen, Abdeckung Kl. B125. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 28, Segment 252. Ausführung gem. DAfStb-Richtlinie, DIN 1045‑2, DIN EN 206, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Fotoprotokoll.;St;841.0;Schachtbau
08.04.0355;Fertigteilschacht DN600 setzen;Fertigteilschacht DN1000, Tiefe 2 m, Fundament, Konus, Steigeisen, Abdeckung Kl. E600. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 6, Segment 221. Ausführung gem. DIN 1045‑2, DIN EN 1610, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung pro St. Nachweis: Materialzertifikate.;St;915.24;Schachtbau
04.12.0363;Fertigteilschacht DN800 setzen;Fertigteilschacht DN1200, Tiefe 6 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 33, Segment 361. Ausführung gem. DAfStb-Richtlinie, DIN 4124, DIN EN 1610. Abrechnung pro St. Nachweis: Prüfzeugnisse.;St;905.72;Schachtbau
12.05.0371;Fertigteilschacht DN1500 setzen;Fertigteilschacht DN600, Tiefe 5 m, Fundament, Konus, Steigeisen, Abdeckung Kl. B125. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 13, Segment 261. Ausführung gem. DIN 1998, ZTV Asphalt‑StB. Abrechnung pro St. Nachweis: Prüfzeugnisse.;St;1467.33;Schachtbau
08.10.0379;Fertigteilschacht DN600 setzen;Fertigteilschacht DN800, Tiefe 5 m, Fundament, Konus, Steigeisen, Abdeckung Kl. D400. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 10, Segment 490. Ausführung gem. DIN 4124, DIN EN 1610, DIN EN 206, TL SoB‑StB. Abrechnung pro St. Nachweis: Messprotokoll.;St;479.25;Schachtbau
04.07.0387;Fertigteilschacht DN1200 setzen;Fertigteilschacht DN1200, Tiefe 3 m, Fundament, Konus, Steigeisen, Abdeckung Kl. D400. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 28, Segment 386. Ausführung gem. DIN 1998, DIN EN 1610. Abrechnung pro St. Nachweis: Prüfzeugnisse.;St;46.75;Schachtbau
12.11.0395;Fertigteilschacht DN2000 setzen;Fertigteilschacht DN600, Tiefe 6 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 45, Segment 360. Ausführung gem. DIN 1045‑2, DIN 1998, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Materialzertifikate.;St;755.27;Schachtbau
08.05.0403;Fertigteilschacht DN800 setzen;Fertigteilschacht DN1200, Tiefe 5 m, Fundament, Konus, Steigeisen, Abdeckung Kl. D400. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 18, Segment 329. Ausführung gem. DIN 18300, DIN 4124, DIN EN 206, TL SoB‑StB. Abrechnung pro St. Nachweis: Fotoprotokoll.;St;480.95;Schachtbau
04.01.0411;Fertigteilschacht DN2000 setzen;Fertigteilschacht DN1000, Tiefe 4 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 30, Segment 479. Ausführung gem. DAfStb-Richtlinie, DIN 1045‑2, DIN EN 206, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: As‑Built.;St;1071.16;Schachtbau
12.12.0419;Fertigteilschacht DN2000 setzen;Fertigteilschacht DN600, Tiefe 4 m, Fundament, Konus, Steigeisen, Abdeckung Kl. E600. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 19, Segment 177. Ausführung gem. DAfStb-Richtlinie, DIN 1045‑2, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Fotoprotokoll.;St;433.37;Schachtbau
08.11.0427;Fertigteilschacht DN800 setzen;Fertigteilschacht DN800, Tiefe 3 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 11, Segment 330. Ausführung gem. DAfStb-Richtlinie, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung pro St. Nachweis: Materialzertifikate.;St;357.99;Schachtbau
04.12.0435;Fertigteilschacht DN2000 setzen;Fertigteilschacht DN2000, Tiefe 3 m, Fundament, Konus, Steigeisen, Abdeckung Kl. D400. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 11, Segment 264. Ausführung gem. DIN EN 1610, DIN EN 206, TL SoB‑StB. Abrechnung pro St. Nachweis: Materialzertifikate.;St;538.51;Schachtbau
12.10.0443;Fertigteilschacht DN800 setzen;Fertigteilschacht DN2000, Tiefe 6 m, Fundament, Konus, Steigeisen, Abdeckung Kl. B125. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 6, Segment 340. Ausführung gem. DIN 1045‑2, DIN EN 1610, TL SoB‑StB. Abrechnung pro St. Nachweis: Messprotokoll.;St;391.46;Schachtbau
08.05.0451;Fertigteilschacht DN800 setzen;Fertigteilschacht DN1200, Tiefe 5 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 17, Segment 362. Ausführung gem. DIN 1045‑2, DIN 18300, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Messprotokoll.;St;1187.45;Schachtbau
04.07.0459;Fertigteilschacht DN2000 setzen;Fertigteilschacht DN800, Tiefe 5 m, Fundament, Konus, Steigeisen, Abdeckung Kl. B125. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 44, Segment 348. Ausführung gem. DIN 1045‑2, TL SoB‑StB, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Prüfzeugnisse.;St;273.28;Schachtbau
12.07.0467;Fertigteilschacht DN1000 setzen;Fertigteilschacht DN2000, Tiefe 2 m, Fundament, Konus, Steigeisen, Abdeckung Kl. D400. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 6, Segment 381. Ausführung gem. DIN 1998, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Messprotokoll.;St;971.55;Schachtbau
08.03.0475;Fertigteilschacht DN1500 setzen;Fertigteilschacht DN2000, Tiefe 3 m, Fundament, Konus, Steigeisen, Abdeckung Kl. E600. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 39, Segment 218. Ausführung gem. DAfStb-Richtlinie, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Fotoprotokoll.;St;1436.46;Schachtbau
04.08.0483;Fertigteilschacht DN800 setzen;Fertigteilschacht DN1500, Tiefe 2 m, Fundament, Konus, Steigeisen, Abdeckung Kl. B125. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 8, Segment 384. Ausführung gem. DIN EN 206, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Messprotokoll.;St;423.11;Schachtbau
12.07.0491;Fertigteilschacht DN800 setzen;Fertigteilschacht DN1000, Tiefe 5 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 6, Segment 468. Ausführung gem. DIN 18300, DIN 1998, DIN EN 1610. Abrechnung pro St. Nachweis: As‑Built.;St;200.88;Schachtbau
08.10.0499;Fertigteilschacht DN800 setzen;Fertigteilschacht DN600, Tiefe 4 m, Fundament, Konus, Steigeisen, Abdeckung Kl. D400. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 6, Segment 461. Ausführung gem. DIN 18300, DIN 1998, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung pro St. Nachweis: Materialzertifikate.;St;226.41;Schachtbau
04.11.0507;Fertigteilschacht DN1500 setzen;Fertigteilschacht DN1200, Tiefe 3 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 35, Segment 75. Ausführung gem. DIN 1998, DIN EN 206. Abrechnung pro St. Nachweis: As‑Built.;St;1373.07;Schachtbau
12.05.0515;Fertigteilschacht DN1200 setzen;Fertigteilschacht DN1200, Tiefe 5 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 11, Segment 164. Ausführung gem. DIN 18300, DIN 1998, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Prüfzeugnisse.;St;381.11;Schachtbau
08.04.0523;Fertigteilschacht DN800 setzen;Fertigteilschacht DN1200, Tiefe 5 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 23, Segment 165. Ausführung gem. DIN 1045‑2, DIN 1998, DIN EN 1610, DIN EN 206. Abrechnung pro St. Nachweis: Fotoprotokoll.;St;53.18;Schachtbau
04.11.0531;Fertigteilschacht DN2000 setzen;Fertigteilschacht DN1200, Tiefe 5 m, Fundament, Konus, Steigeisen, Abdeckung Kl. E600. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 27, Segment 252. Ausführung gem. DIN 1998, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: As‑Built.;St;875.42;Schachtbau
12.06.0539;Fertigteilschacht DN600 setzen;Fertigteilschacht DN800, Tiefe 6 m, Fundament, Konus, Steigeisen, Abdeckung Kl. D400. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 35, Segment 132. Ausführung gem. DAfStb-Richtlinie, DIN 18300, DIN 4124, DIN EN 1610. Abrechnung pro St. Nachweis: Materialzertifikate.;St;1089.37;Schachtbau
08.01.0547;Fertigteilschacht DN1200 setzen;Fertigteilschacht DN600, Tiefe 4 m, Fundament, Konus, Steigeisen, Abdeckung Kl. D400. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 36, Segment 215. Ausführung gem. DIN 1045‑2, DIN 18300, DIN 4124, TL SoB‑StB. Abrechnung pro St. Nachweis: Messprotokoll.;St;412.11;Schachtbau
04.03.0555;Fertigteilschacht DN1200 setzen;Fertigteilschacht DN1500, Tiefe 6 m, Fundament, Konus, Steigeisen, Abdeckung Kl. D400. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 7, Segment 288. Ausführung gem. DIN 18300, DIN 4124, DIN EN 1610. Abrechnung pro St. Nachweis: Messprotokoll.;St;1193.04;Schachtbau
12.01.0563;Fertigteilschacht DN1500 setzen;Fertigteilschacht DN800, Tiefe 5 m, Fundament, Konus, Steigeisen, Abdeckung Kl. D400. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 37, Segment 69. Ausführung gem. DAfStb-Richtlinie, DIN 18300, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Messprotokoll.;St;269.94;Schachtbau
